id,employee_id,name,role,department,email,phone,joining_date,notice_period_days,previous_hospital,previous_experience_years,current_salary,status,last_updated
316,EMP0316,James Miller,Pharmacist,Surgery,employee316@healthcare.com,+1-208-862-2194,2024-07-27,90,City Hospital,7,106607,Active,2025-12-12T07:51:19.441315
317,EMP0317,Jessica Miller,Nurse,Surgery,employee317@healthcare.com,+1-418-923-4025,2023-08-29,60,Metro Clinic,11,106098,Active,2025-12-12T07:51:19.441315
318,EMP0318,John Davis,Nurse,Cardiology,employee318@healthcare.com,+1-994-270-8939,2025-09-21,30,City Hospital,15,76199,Active,2025-12-12T07:51:19.441315
319,EMP0319,Lisa Davis,Receptionist,Cardiology,employee319@healthcare.com,+1-809-191-6189,2021-11-25,30,Care Hospital,5,67977,On Leave,2025-12-12T07:51:19.441315
320,EMP0320,Michael Anderson,Pharmacist,Cardiology,employee320@healthcare.com,+1-411-177-4829,2025-05-12,90,Care Hospital,14,133113,On Leave,2025-12-12T07:51:19.441315
321,EMP0321,Lisa Anderson,Doctor,Emergency,employee321@healthcare.com,+1-881-541-8807,2022-10-08,30,General Medical Center,15,48436,Active,2025-12-12T07:51:19.441315
322,EMP0322,Lisa Wilson,Lab Technician,Surgery,employee322@healthcare.com,+1-967-873-5632,2024-11-30,90,Central Hospital,13,110199,On Leave,2025-12-12T07:51:19.441315
323,EMP0323,Emily Johnson,Administrator,Orthopedics,employee323@healthcare.com,+1-406-889-7819,2020-12-14,30,General Medical Center,9,131303,Active,2025-12-12T07:51:19.441315
324,EMP0324,James Brown,Receptionist,Surgery,employee324@healthcare.com,+1-929-208-6031,2024-07-17,30,City Hospital,7,64659,On Leave,2025-12-12T07:51:19.441315
325,EMP0325,Emily Davis,Nurse,Pediatrics,employee325@healthcare.com,+1-680-535-4645,2021-05-19,60,City Hospital,11,89831,On Leave,2025-12-12T07:51:19.441315
326,EMP0326,Emily Anderson,Doctor,Neurology,employee326@healthcare.com,+1-846-753-5800,2021-06-20,60,General Medical Center,7,127346,On Leave,2025-12-12T07:51:19.441315
327,EMP0327,Maria Smith,Lab Technician,Pediatrics,employee327@healthcare.com,+1-284-632-8553,2023-11-14,60,Central Hospital,7,63102,Active,2025-12-12T07:51:19.441315
328,EMP0328,Michael Wilson,Receptionist,Pediatrics,employee328@healthcare.com,+1-726-793-1857,2024-07-16,60,City Hospital,5,102874,Active,2025-12-12T07:51:19.441315
329,EMP0329,David Miller,Doctor,Pediatrics,employee329@healthcare.com,+1-582-416-9748,2021-11-17,60,Central Hospital,1,57480,Active,2025-12-12T07:51:19.441315
330,EMP0330,Lisa Williams,Lab Technician,Surgery,employee330@healthcare.com,+1-307-249-4106,2021-12-20,60,City Hospital,2,141764,Active,2025-12-12T07:51:19.454794
331,EMP0331,Emily Miller,Lab Technician,Orthopedics,employee331@healthcare.com,+1-581-245-4908,2021-05-02,30,Care Hospital,9,95945,Active,2025-12-12T07:51:19.454794
332,EMP0332,Sarah Davis,Doctor,Pediatrics,employee332@healthcare.com,+1-251-484-1517,2025-09-15,90,Central Hospital,12,86916,Active,2025-12-12T07:51:19.454794
333,EMP0333,Michael Williams,Pharmacist,Orthopedics,employee333@healthcare.com,+1-243-993-7426,2021-05-20,60,General Medical Center,8,101297,Active,2025-12-12T07:51:19.454794
334,EMP0334,Lisa Moore,Nurse,Emergency,employee334@healthcare.com,+1-461-315-2381,2022-02-16,90,City Hospital,5,69781,Active,2025-12-12T07:51:19.454794
335,EMP0335,Sarah Wilson,Administrator,Cardiology,employee335@healthcare.com,+1-577-454-2756,2021-10-05,60,General Medical Center,0,50813,Active,2025-12-12T07:51:19.454794
336,EMP0336,Michael Anderson,Pharmacist,Cardiology,employee336@healthcare.com,+1-518-439-7934,2024-06-09,60,Central Hospital,1,42144,Active,2025-12-12T07:51:19.454794
337,EMP0337,John Johnson,Doctor,Emergency,employee337@healthcare.com,+1-303-604-6980,2023-12-12,30,City Hospital,1,62204,On Leave,2025-12-12T07:51:19.454794
338,EMP0338,Jessica Smith,Pharmacist,Cardiology,employee338@healthcare.com,+1-979-884-2774,2021-10-22,30,Metro Clinic,13,75582,On Leave,2025-12-12T07:51:19.454794
339,EMP0339,Maria Smith,Doctor,Pediatrics,employee339@healthcare.com,+1-887-104-2280,2024-02-03,90,Metro Clinic,0,147987,On Leave,2025-12-12T07:51:19.454794
340,EMP0340,Sarah Wilson,Lab Technician,Neurology,employee340@healthcare.com,+1-286-270-3085,2022-12-04,60,Central Hospital,15,121075,On Leave,2025-12-12T07:51:19.454794
341,EMP0341,Emily Williams,Administrator,Cardiology,employee341@healthcare.com,+1-743-603-7158,2024-05-24,90,General Medical Center,2,50070,Active,2025-12-12T07:51:19.454794
342,EMP0342,Maria Brown,Administrator,Emergency,employee342@healthcare.com,+1-485-445-9148,2022-05-13,60,Central Hospital,0,122363,On Leave,2025-12-12T07:51:19.454794
343,EMP0343,John Taylor,Pharmacist,Orthopedics,employee343@healthcare.com,+1-481-242-9535,2022-12-23,60,City Hospital,2,60893,Active,2025-12-12T07:51:19.454794
344,EMP0344,Sarah Johnson,Administrator,Emergency,employee344@healthcare.com,+1-821-972-8674,2023-06-06,60,Care Hospital,15,59530,Active,2025-12-12T07:51:19.454794
345,EMP0345,James Williams,Lab Technician,Cardiology,employee345@healthcare.com,+1-787-418-8555,2025-06-26,90,Care Hospital,3,135284,Active,2025-12-12T07:51:19.454794
346,EMP0346,Sarah Anderson,Nurse,Orthopedics,employee346@healthcare.com,+1-872-101-7103,2025-10-09,60,Central Hospital,8,109430,Active,2025-12-12T07:51:19.454794
347,EMP0347,Michael Taylor,Administrator,Neurology,employee347@healthcare.com,+1-703-913-6243,2021-10-21,90,Central Hospital,3,146741,On Leave,2025-12-12T07:51:19.454794
348,EMP0348,Sarah Johnson,Pharmacist,Emergency,employee348@healthcare.com,+1-300-238-3495,2023-06-14,90,City Hospital,13,80480,Active,2025-12-12T07:51:19.454794
349,EMP0349,Sarah Smith,Doctor,Orthopedics,employee349@healthcare.com,+1-386-671-3135,2022-05-06,90,Metro Clinic,10,145877,On Leave,2025-12-12T07:51:19.454794
350,EMP0350,Emily Davis,Receptionist,Surgery,employee350@healthcare.com,+1-315-526-5417,2024-08-12,90,Central Hospital,1,115174,On Leave,2025-12-12T07:51:19.454794
351,EMP0351,David Davis,Receptionist,Pediatrics,employee351@healthcare.com,+1-491-717-3012,2021-03-26,60,General Medical Center,15,108107,On Leave,2025-12-12T07:51:19.454794
352,EMP0352,Emily Johnson,Administrator,Surgery,employee352@healthcare.com,+1-271-542-4562,2025-06-10,60,Care Hospital,7,58562,On Leave,2025-12-12T07:51:19.456732
353,EMP0353,Michael Smith,Pharmacist,Surgery,employee353@healthcare.com,+1-421-823-3545,2021-12-13,30,General Medical Center,11,45767,Active,2025-12-12T07:51:19.456732
354,EMP0354,Lisa Smith,Administrator,Emergency,employee354@healthcare.com,+1-230-258-4259,2021-12-25,90,Care Hospital,8,58674,On Leave,2025-12-12T07:51:19.456732
355,EMP0355,Lisa Wilson,Lab Technician,Surgery,employee355@healthcare.com,+1-471-382-4100,2022-03-02,30,Central Hospital,9,57164,Active,2025-12-12T07:51:19.456732
356,EMP0356,Robert Brown,Lab Technician,Surgery,employee356@healthcare.com,+1-783-542-5119,2022-11-15,60,Metro Clinic,12,89637,On Leave,2025-12-12T07:51:19.456732
357,EMP0357,David Wilson,Doctor,Cardiology,employee357@healthcare.com,+1-803-465-7921,2021-02-24,30,Care Hospital,2,135663,Active,2025-12-12T07:51:19.456732
358,EMP0358,John Wilson,Pharmacist,Pediatrics,employee358@healthcare.com,+1-501-319-2085,2023-08-29,90,City Hospital,11,147112,Active,2025-12-12T07:51:19.456732
359,EMP0359,David Brown,Doctor,Neurology,employee359@healthcare.com,+1-495-511-5179,2025-04-19,60,Metro Clinic,8,143524,Active,2025-12-12T07:51:19.456732
360,EMP0360,Emily Anderson,Doctor,Neurology,employee360@healthcare.com,+1-568-159-2746,2022-05-30,30,General Medical Center,4,134657,Active,2025-12-12T07:51:19.456732
361,EMP0361,Maria Williams,Administrator,Surgery,employee361@healthcare.com,+1-715-710-9194,2023-01-17,90,City Hospital,14,86045,On Leave,2025-12-12T07:51:19.456732
362,EMP0362,John Taylor,Doctor,Cardiology,employee362@healthcare.com,+1-647-460-9443,2025-07-17,30,City Hospital,0,65903,Active,2025-12-12T07:51:19.456732
363,EMP0363,James Anderson,Lab Technician,Cardiology,employee363@healthcare.com,+1-692-952-2896,2024-01-29,60,City Hospital,1,102573,Active,2025-12-12T07:51:19.456732
364,EMP0364,James Johnson,Lab Technician,Neurology,employee364@healthcare.com,+1-950-466-8573,2022-09-06,90,General Medical Center,15,130944,Active,2025-12-12T07:51:19.456732
365,EMP0365,Lisa Anderson,Lab Technician,Pediatrics,employee365@healthcare.com,+1-912-751-2786,2025-07-21,30,General Medical Center,9,94897,Active,2025-12-12T07:51:19.456732
366,EMP0366,Maria Johnson,Lab Technician,Surgery,employee366@healthcare.com,+1-383-801-8944,2025-01-20,90,City Hospital,15,83064,On Leave,2025-12-12T07:51:19.456732
367,EMP0367,Lisa Davis,Nurse,Orthopedics,employee367@healthcare.com,+1-247-760-5739,2022-09-19,90,Care Hospital,10,46062,On Leave,2025-12-12T07:51:19.456732
368,EMP0368,Emily Wilson,Pharmacist,Cardiology,employee368@healthcare.com,+1-647-250-4557,2025-01-14,90,Care Hospital,2,90323,Active,2025-12-12T07:51:19.456732
369,EMP0369,James Taylor,Doctor,Surgery,employee369@healthcare.com,+1-507-727-6722,2022-12-12,90,Central Hospital,4,62952,On Leave,2025-12-12T07:51:19.456732
370,EMP0370,Maria Davis,Lab Technician,Pediatrics,employee370@healthcare.com,+1-931-200-4438,2022-04-12,30,City Hospital,10,80927,On Leave,2025-12-12T07:51:19.456732
371,EMP0371,James Moore,Doctor,Neurology,employee371@healthcare.com,+1-971-256-2558,2021-03-30,90,General Medical Center,0,142286,Active,2025-12-12T07:51:19.456732
372,EMP0372,Lisa Williams,Lab Technician,Surgery,employee372@healthcare.com,+1-650-391-4809,2023-08-01,90,General Medical Center,3,46891,On Leave,2025-12-12T07:51:19.456732
373,EMP0373,Maria Moore,Nurse,Emergency,employee373@healthcare.com,+1-907-710-9500,2025-01-20,90,Care Hospital,6,127452,Active,2025-12-12T07:51:19.456732
374,EMP0374,Robert Moore,Pharmacist,Pediatrics,employee374@healthcare.com,+1-709-757-3670,2022-03-05,90,General Medical Center,3,130543,Active,2025-12-12T07:51:19.456732
375,EMP0375,James Smith,Nurse,Emergency,employee375@healthcare.com,+1-434-650-1136,2020-12-23,30,Care Hospital,0,43690,Active,2025-12-12T07:51:19.456732
376,EMP0376,John Williams,Administrator,Emergency,employee376@healthcare.com,+1-525-102-5247,2024-11-24,60,General Medical Center,9,114088,Active,2025-12-12T07:51:19.456732
377,EMP0377,Maria Moore,Receptionist,Cardiology,employee377@healthcare.com,+1-599-137-6562,2021-11-29,30,City Hospital,7,116901,On Leave,2025-12-12T07:51:19.456732
378,EMP0378,Jessica Johnson,Pharmacist,Pediatrics,employee378@healthcare.com,+1-534-769-6979,2025-02-22,30,Metro Clinic,0,128838,Active,2025-12-12T07:51:19.456732
379,EMP0379,Sarah Brown,Lab Technician,Pediatrics,employee379@healthcare.com,+1-248-834-3706,2022-08-04,60,City Hospital,15,67343,On Leave,2025-12-12T07:51:19.456732
380,EMP0380,Emily Wilson,Doctor,Pediatrics,employee380@healthcare.com,+1-381-930-2572,2024-06-09,60,Care Hospital,10,76412,Active,2025-12-12T07:51:19.456732
381,EMP0381,David Smith,Nurse,Emergency,employee381@healthcare.com,+1-952-904-4644,2023-01-18,60,General Medical Center,9,59619,On Leave,2025-12-12T07:51:19.456732
382,EMP0382,Michael Davis,Lab Technician,Emergency,employee382@healthcare.com,+1-739-444-9129,2020-12-25,30,Metro Clinic,10,114273,Active,2025-12-12T07:51:19.456732
383,EMP0383,Emily Williams,Lab Technician,Pediatrics,employee383@healthcare.com,+1-560-331-6081,2023-08-31,30,Central Hospital,10,142352,Active,2025-12-12T07:51:19.456732
384,EMP0384,Emily Davis,Nurse,Neurology,employee384@healthcare.com,+1-583-145-3547,2025-04-15,30,General Medical Center,12,137416,On Leave,2025-12-12T07:51:19.456732
385,EMP0385,John Miller,Doctor,Surgery,employee385@healthcare.com,+1-589-936-7859,2022-02-18,90,Metro Clinic,0,115451,Active,2025-12-12T07:51:19.456732
386,EMP0386,John Brown,Doctor,Orthopedics,employee386@healthcare.com,+1-749-901-5554,2023-09-09,30,Central Hospital,14,63962,On Leave,2025-12-12T07:51:19.456732
387,EMP0387,James Moore,Receptionist,Orthopedics,employee387@healthcare.com,+1-928-769-9202,2021-06-02,60,Metro Clinic,4,91430,Active,2025-12-12T07:51:19.456732
388,EMP0388,Jessica Anderson,Pharmacist,Cardiology,employee388@healthcare.com,+1-888-911-7285,2024-05-19,30,Metro Clinic,4,146182,Active,2025-12-12T07:51:19.456732
389,EMP0389,Sarah Taylor,Administrator,Neurology,employee389@healthcare.com,+1-529-864-1183,2021-05-14,30,City Hospital,7,51384,Active,2025-12-12T07:51:19.456732
390,EMP0390,Jessica Smith,Administrator,Surgery,employee390@healthcare.com,+1-537-745-9462,2021-08-28,90,Metro Clinic,5,82565,Active,2025-12-12T07:51:19.456732
391,EMP0391,David Wilson,Pharmacist,Neurology,employee391@healthcare.com,+1-696-607-1760,2023-12-05,30,Care Hospital,4,104918,Active,2025-12-12T07:51:19.456732
392,EMP0392,Robert Williams,Nurse,Cardiology,employee392@healthcare.com,+1-400-394-9632,2025-09-16,90,Central Hospital,12,85373,Active,2025-12-12T07:51:19.456732
393,EMP0393,Emily Wilson,Pharmacist,Emergency,employee393@healthcare.com,+1-387-770-1399,2023-02-14,90,Metro Clinic,14,52396,Active,2025-12-12T07:51:19.456732
394,EMP0394,Michael Johnson,Receptionist,Orthopedics,employee394@healthcare.com,+1-550-675-7442,2024-12-22,90,General Medical Center,2,103402,Active,2025-12-12T07:51:19.456732
395,EMP0395,Maria Taylor,Pharmacist,Surgery,employee395@healthcare.com,+1-966-616-3353,2022-01-28,90,General Medical Center,14,94169,Active,2025-12-12T07:51:19.456732
396,EMP0396,Jessica Taylor,Nurse,Emergency,employee396@healthcare.com,+1-237-563-5245,2024-04-18,60,Metro Clinic,0,72505,On Leave,2025-12-12T07:51:19.456732
397,EMP0397,John Miller,Pharmacist,Emergency,employee397@healthcare.com,+1-254-803-6421,2023-10-20,90,Metro Clinic,12,90414,Active,2025-12-12T07:51:19.456732
398,EMP0398,John Miller,Lab Technician,Emergency,employee398@healthcare.com,+1-781-455-9796,2024-11-01,60,General Medical Center,0,105829,Active,2025-12-12T07:51:19.456732
399,EMP0399,Emily Wilson,Nurse,Pediatrics,employee399@healthcare.com,+1-971-127-6229,2023-02-04,90,General Medical Center,4,130364,On Leave,2025-12-12T07:51:19.456732
400,EMP0400,Jessica Williams,Administrator,Cardiology,employee400@healthcare.com,+1-601-963-5100,2022-04-13,30,Care Hospital,8,52810,Active,2025-12-12T07:51:19.456732
401,EMP0401,Sarah Williams,Lab Technician,Orthopedics,employee401@healthcare.com,+1-492-897-6846,2021-12-05,90,City Hospital,10,105671,On Leave,2025-12-12T07:51:19.456732
402,EMP0402,David Johnson,Administrator,Surgery,employee402@healthcare.com,+1-887-713-7750,2023-08-21,30,Metro Clinic,6,140638,Active,2025-12-12T07:51:19.456732
403,EMP0403,John Brown,Receptionist,Orthopedics,employee403@healthcare.com,+1-678-496-6518,2021-07-14,60,City Hospital,7,80146,Active,2025-12-12T07:51:19.456732
404,EMP0404,Michael Taylor,Pharmacist,Neurology,employee404@healthcare.com,+1-632-476-9824,2022-06-03,90,Central Hospital,1,97979,Active,2025-12-12T07:51:19.456732
405,EMP0405,Maria Anderson,Nurse,Orthopedics,employee405@healthcare.com,+1-621-213-3239,2021-06-28,90,Central Hospital,6,88373,On Leave,2025-12-12T07:51:19.456732
406,EMP0406,James Moore,Nurse,Orthopedics,employee406@healthcare.com,+1-899-434-6318,2025-02-15,90,City Hospital,6,131516,On Leave,2025-12-12T07:51:19.456732
407,EMP0407,Lisa Smith,Administrator,Surgery,employee407@healthcare.com,+1-815-278-8111,2025-08-24,60,Central Hospital,13,146802,Active,2025-12-12T07:51:19.456732
408,EMP0408,Sarah Brown,Receptionist,Orthopedics,employee408@healthcare.com,+1-537-615-6127,2023-12-10,30,Care Hospital,6,98960,Active,2025-12-12T07:51:19.456732
409,EMP0409,Sarah Taylor,Nurse,Orthopedics,employee409@healthcare.com,+1-481-727-8575,2024-07-12,60,General Medical Center,10,83234,Active,2025-12-12T07:51:19.456732
410,EMP0410,Michael Moore,Nurse,Pediatrics,employee410@healthcare.com,+1-215-727-3002,2021-07-16,60,Metro Clinic,13,117698,Active,2025-12-12T07:51:19.456732
411,EMP0411,Robert Wilson,Pharmacist,Neurology,employee411@healthcare.com,+1-687-514-5798,2025-10-18,90,Central Hospital,10,110765,Active,2025-12-12T07:51:19.456732
412,EMP0412,John Taylor,Nurse,Pediatrics,employee412@healthcare.com,+1-939-348-5420,2024-05-25,30,Metro Clinic,2,47185,On Leave,2025-12-12T07:51:19.456732
413,EMP0413,Lisa Davis,Receptionist,Orthopedics,employee413@healthcare.com,+1-712-105-2897,2022-02-01,30,Metro Clinic,12,91761,Active,2025-12-12T07:51:19.456732
414,EMP0414,Emily Miller,Administrator,Pediatrics,employee414@healthcare.com,+1-700-129-6388,2024-07-03,30,General Medical Center,11,62436,Active,2025-12-12T07:51:19.456732
415,EMP0415,Maria Johnson,Lab Technician,Pediatrics,employee415@healthcare.com,+1-683-345-8379,2024-10-03,30,Central Hospital,6,71287,Active,2025-12-12T07:51:19.456732
416,EMP0416,Maria Smith,Nurse,Neurology,employee416@healthcare.com,+1-979-693-9462,2021-09-15,90,Central Hospital,10,77995,On Leave,2025-12-12T07:51:19.456732
417,EMP0417,Lisa Moore,Administrator,Pediatrics,employee417@healthcare.com,+1-667-768-4594,2022-07-17,90,Care Hospital,4,134948,On Leave,2025-12-12T07:51:19.456732
418,EMP0418,David Davis,Pharmacist,Emergency,employee418@healthcare.com,+1-262-450-8237,2022-04-18,60,Care Hospital,2,141540,Active,2025-12-12T07:51:19.456732
419,EMP0419,James Williams,Nurse,Orthopedics,employee419@healthcare.com,+1-960-232-9568,2024-01-20,90,Metro Clinic,5,66993,Active,2025-12-12T07:51:19.456732
420,EMP0420,Emily Davis,Receptionist,Pediatrics,employee420@healthcare.com,+1-842-471-7190,2022-01-05,30,Metro Clinic,9,136528,On Leave,2025-12-12T07:51:19.456732
421,EMP0421,John Williams,Lab Technician,Orthopedics,employee421@healthcare.com,+1-571-120-8753,2025-06-26,30,City Hospital,3,148066,Active,2025-12-12T07:51:19.456732
422,EMP0422,Lisa Williams,Nurse,Cardiology,employee422@healthcare.com,+1-811-171-6556,2021-11-06,30,City Hospital,7,103142,Active,2025-12-12T07:51:19.456732
423,EMP0423,Lisa Wilson,Pharmacist,Emergency,employee423@healthcare.com,+1-902-486-9284,2024-06-16,90,Central Hospital,11,67409,Active,2025-12-12T07:51:19.456732
424,EMP0424,Sarah Anderson,Lab Technician,Emergency,employee424@healthcare.com,+1-882-471-2933,2021-12-20,60,General Medical Center,3,146899,Active,2025-12-12T07:51:19.456732
425,EMP0425,Michael Smith,Pharmacist,Pediatrics,employee425@healthcare.com,+1-892-294-3909,2024-09-10,60,Care Hospital,12,91885,Active,2025-12-12T07:51:19.456732
426,EMP0426,Lisa Brown,Administrator,Pediatrics,employee426@healthcare.com,+1-357-167-6698,2024-12-22,90,General Medical Center,0,77341,Active,2025-12-12T07:51:19.456732
427,EMP0427,Emily Wilson,Doctor,Orthopedics,employee427@healthcare.com,+1-263-154-5947,2024-07-27,90,City Hospital,2,46419,Active,2025-12-12T07:51:19.456732
428,EMP0428,Lisa Anderson,Nurse,Orthopedics,employee428@healthcare.com,+1-971-181-9494,2021-06-20,30,Care Hospital,3,68314,Active,2025-12-12T07:51:19.456732
429,EMP0429,John Johnson,Administrator,Surgery,employee429@healthcare.com,+1-620-358-9714,2025-06-04,90,City Hospital,2,108829,On Leave,2025-12-12T07:51:19.456732
430,EMP0430,David Taylor,Administrator,Emergency,employee430@healthcare.com,+1-508-691-8064,2025-03-11,30,Metro Clinic,4,50162,Active,2025-12-12T07:51:19.456732
431,EMP0431,Michael Wilson,Nurse,Pediatrics,employee431@healthcare.com,+1-802-369-7488,2023-10-20,90,Central Hospital,7,74620,Active,2025-12-12T07:51:19.456732
432,EMP0432,Maria Brown,Nurse,Emergency,employee432@healthcare.com,+1-859-800-7939,2021-06-17,90,City Hospital,3,145067,Active,2025-12-12T07:51:19.456732
433,EMP0433,Emily Smith,Lab Technician,Surgery,employee433@healthcare.com,+1-700-622-9782,2021-10-05,90,Metro Clinic,4,91591,Active,2025-12-12T07:51:19.456732
434,EMP0434,Robert Moore,Administrator,Cardiology,employee434@healthcare.com,+1-263-223-3506,2024-08-06,90,Central Hospital,13,58658,Active,2025-12-12T07:51:19.456732
435,EMP0435,Maria Johnson,Lab Technician,Orthopedics,employee435@healthcare.com,+1-407-111-5577,2025-07-29,30,General Medical Center,4,127764,Active,2025-12-12T07:51:19.456732
436,EMP0436,Lisa Williams,Administrator,Pediatrics,employee436@healthcare.com,+1-377-863-1208,2021-07-31,90,Metro Clinic,15,45225,Active,2025-12-12T07:51:19.456732
437,EMP0437,Sarah Taylor,Pharmacist,Pediatrics,employee437@healthcare.com,+1-263-116-4785,2021-07-05,90,Central Hospital,1,108463,Active,2025-12-12T07:51:19.456732
438,EMP0438,James Brown,Doctor,Neurology,employee438@healthcare.com,+1-458-264-2000,2022-03-27,90,General Medical Center,12,93199,Active,2025-12-12T07:51:19.456732
439,EMP0439,David Brown,Nurse,Neurology,employee439@healthcare.com,+1-574-622-8028,2022-07-20,60,General Medical Center,0,143863,Active,2025-12-12T07:51:19.456732
440,EMP0440,Jessica Johnson,Nurse,Neurology,employee440@healthcare.com,+1-915-234-5654,2025-08-19,90,Care Hospital,10,97481,Active,2025-12-12T07:51:19.456732
441,EMP0441,Robert Smith,Nurse,Orthopedics,employee441@healthcare.com,+1-934-468-9954,2021-06-03,60,Central Hospital,1,144640,Active,2025-12-12T07:51:19.456732
442,EMP0442,Maria Johnson,Administrator,Neurology,employee442@healthcare.com,+1-351-516-1634,2021-09-21,90,Metro Clinic,14,127646,Active,2025-12-12T07:51:19.456732
443,EMP0443,Sarah Davis,Doctor,Orthopedics,employee443@healthcare.com,+1-404-444-3334,2023-04-15,90,Care Hospital,4,88625,Active,2025-12-12T07:51:19.456732
444,EMP0444,Jessica Davis,Pharmacist,Pediatrics,employee444@healthcare.com,+1-712-554-2783,2021-11-30,30,Central Hospital,3,76204,Active,2025-12-12T07:51:19.456732
445,EMP0445,James Davis,Lab Technician,Emergency,employee445@healthcare.com,+1-848-929-2181,2024-08-06,90,General Medical Center,12,110250,Active,2025-12-12T07:51:19.456732
446,EMP0446,Emily Brown,Doctor,Orthopedics,employee446@healthcare.com,+1-306-498-1357,2022-10-05,60,Metro Clinic,1,57439,Active,2025-12-12T07:51:19.456732
447,EMP0447,Lisa Taylor,Administrator,Neurology,employee447@healthcare.com,+1-847-785-7988,2025-09-19,30,Metro Clinic,10,140714,Active,2025-12-12T07:51:19.456732
448,EMP0448,Michael Taylor,Pharmacist,Emergency,employee448@healthcare.com,+1-229-964-9126,2024-01-01,60,City Hospital,12,74836,Active,2025-12-12T07:51:19.456732
449,EMP0449,Emily Smith,Doctor,Cardiology,employee449@healthcare.com,+1-813-104-9843,2021-01-20,90,Metro Clinic,0,68648,Active,2025-12-12T07:51:19.456732
450,EMP0450,Robert Taylor,Doctor,Pediatrics,employee450@healthcare.com,+1-896-526-1586,2024-07-13,30,Care Hospital,6,142331,Active,2025-12-12T07:51:19.456732
451,EMP0451,Lisa Taylor,Pharmacist,Cardiology,employee451@healthcare.com,+1-783-868-3407,2022-01-03,60,City Hospital,3,106846,Active,2025-12-12T07:51:19.456732
452,EMP0452,Lisa Miller,Pharmacist,Surgery,employee452@healthcare.com,+1-904-423-9062,2024-04-20,60,Metro Clinic,7,46187,Active,2025-12-12T07:51:19.456732
453,EMP0453,John Johnson,Doctor,Surgery,employee453@healthcare.com,+1-298-669-3423,2021-12-13,30,Metro Clinic,1,45637,Active,2025-12-12T07:51:19.456732
454,EMP0454,Robert Williams,Nurse,Emergency,employee454@healthcare.com,+1-317-188-9795,2023-12-11,60,Central Hospital,14,141721,Active,2025-12-12T07:51:19.456732
455,EMP0455,James Taylor,Nurse,Neurology,employee455@healthcare.com,+1-582-416-8368,2024-06-08,30,General Medical Center,8,110828,Active,2025-12-12T07:51:19.456732
456,EMP0456,Lisa Wilson,Pharmacist,Emergency,employee456@healthcare.com,+1-209-594-6842,2025-06-13,90,Metro Clinic,15,146978,On Leave,2025-12-12T07:51:19.456732
457,EMP0457,Robert Anderson,Pharmacist,Cardiology,employee457@healthcare.com,+1-638-461-9266,2025-04-05,60,City Hospital,4,131548,Active,2025-12-12T07:51:19.456732
458,EMP0458,Sarah Brown,Doctor,Orthopedics,employee458@healthcare.com,+1-635-403-9999,2024-12-16,60,General Medical Center,11,43975,Active,2025-12-12T07:51:19.456732
459,EMP0459,John Davis,Doctor,Orthopedics,employee459@healthcare.com,+1-890-793-7795,2024-06-15,30,Metro Clinic,7,124002,On Leave,2025-12-12T07:51:19.456732
460,EMP0460,Maria Miller,Receptionist,Neurology,employee460@healthcare.com,+1-605-671-5011,2025-10-06,30,Central Hospital,5,84847,Active,2025-12-12T07:51:19.456732
461,EMP0461,Lisa Miller,Nurse,Surgery,employee461@healthcare.com,+1-905-976-1994,2023-12-06,30,City Hospital,6,88902,Active,2025-12-12T07:51:19.456732
462,EMP0462,Jessica Williams,Lab Technician,Orthopedics,employee462@healthcare.com,+1-877-580-7110,2025-07-16,60,Central Hospital,15,144769,On Leave,2025-12-12T07:51:19.456732
463,EMP0463,Michael Moore,Lab Technician,Pediatrics,employee463@healthcare.com,+1-686-655-4549,2025-10-28,60,Care Hospital,4,43047,Active,2025-12-12T07:51:19.456732
464,EMP0464,Lisa Smith,Receptionist,Neurology,employee464@healthcare.com,+1-842-303-8544,2025-08-04,60,City Hospital,5,148993,Active,2025-12-12T07:51:19.456732
465,EMP0465,Michael Moore,Lab Technician,Surgery,employee465@healthcare.com,+1-727-123-3003,2021-03-28,30,Metro Clinic,14,46349,Active,2025-12-12T07:51:19.456732
466,EMP0466,Emily Taylor,Doctor,Cardiology,employee466@healthcare.com,+1-317-946-2492,2022-08-06,30,Care Hospital,5,92994,On Leave,2025-12-12T07:51:19.463267
467,EMP0467,Maria Miller,Administrator,Pediatrics,employee467@healthcare.com,+1-394-786-5018,2021-09-07,90,City Hospital,8,48229,Active,2025-12-12T07:51:19.463267
468,EMP0468,Sarah Smith,Lab Technician,Neurology,employee468@healthcare.com,+1-851-915-6718,2024-09-29,30,Care Hospital,2,63270,On Leave,2025-12-12T07:51:19.463267
469,EMP0469,Sarah Smith,Doctor,Cardiology,employee469@healthcare.com,+1-401-525-6093,2023-02-21,60,Metro Clinic,3,123061,Active,2025-12-12T07:51:19.463267
470,EMP0470,John Williams,Pharmacist,Emergency,employee470@healthcare.com,+1-779-836-6434,2024-09-25,90,Care Hospital,13,47632,Active,2025-12-12T07:51:19.463267
471,EMP0471,Lisa Davis,Receptionist,Cardiology,employee471@healthcare.com,+1-793-996-3974,2024-07-03,30,Central Hospital,4,138421,Active,2025-12-12T07:51:19.463267
472,EMP0472,David Wilson,Pharmacist,Pediatrics,employee472@healthcare.com,+1-963-720-6749,2021-04-16,60,City Hospital,3,113388,On Leave,2025-12-12T07:51:19.463267
